,symbol,name,price,change,volumne
792,0RUU.L,Starbreeze AB (publ),95.80,+0.0020,37.9M
793,IAG.L,"International Consolidated Airlines Group, S.A.",95.80,+5.25,41.871M
794,KAT.L,Katoro Gold plc,95.80,+0.0025,32.048M
795,LLOYL.XC,Lloyds Banking Group plc,95.80,+0.02,31.157M
796,KEFI.L,KEFI Minerals Plc,95.80,-0.0150,33.229M
797,VRS.L,Versarien plc,95.80,-0.0040,30.078M
798,BP.L,BP p.l.c.,95.80,+2.90,28.747M
799,0NMK.IL,Vestas Wind Systems A/S,95.80,+0.81,27.258M
800,JD.L,JD Sports Fashion Plc,134.50,+18.20,55.143M
801,NI71.L,INVESTEC PLC 9.125% CALL REST S,134.50,+1.75,62.363M
802,SYN.L,Synergia Energy Ltd,134.50,+0.0025,65.601M
803,76ZT.L,BANK OF AMERICA CORPORATION 3.6,134.50,-0.10,61.65M
804,BARC.L,Barclays PLC,134.50,+1.68,47.929M
805,SIGC.L,Sherborne Investors (Guernsey) C Ltd,134.50,0.00,53.981M
806,BOIL.AQ,Baron Oil PLC,134.50,-0.0039,45.615M
807,GBP.L,Global Petroleum Limited,134.50,-0.0100,45.106M
808,MOS.L,Mobile Streams Plc,134.50,-0.0025,42.497M
809,VELA.L,Vela Technologies PLC,134.50,0.0000,41.423M
810,NCA2.L,New Century AIM 2 VCT Ord,134.50,0.00,0
811,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),134.50,-0.36,40.359M
812,0H6I.IL,Telecom Italia S.p.A.,134.50,+0.0014,37.271M
813,SPT.L,Spirent Communications plc,134.50,+21.00,36.314M
814,DKE.L,Dukemount Capital Plc,134.50,0.0000,36.922M
815,ORR.L,Oriole Resources PLC,134.50,+0.0175,32.54M
816,0RUU.L,Starbreeze AB (publ),134.50,+0.0020,37.9M
817,IAG.L,"International Consolidated Airlines Group, S.A.",134.50,+5.25,41.871M
818,KAT.L,Katoro Gold plc,134.50,+0.0025,32.048M
819,LLOYL.XC,Lloyds Banking Group plc,134.50,+0.02,31.157M
820,KEFI.L,KEFI Minerals Plc,134.50,-0.0150,33.229M
821,VRS.L,Versarien plc,134.50,-0.0040,30.078M
822,BP.L,BP p.l.c.,134.50,+2.90,28.747M
823,0NMK.IL,Vestas Wind Systems A/S,134.50,+0.81,27.258M
824,BYOT.L,Byotrol plc,134.50,-0.2250,27.179M
825,NI71.L,INVESTEC PLC 9.125% CALL REST S,107.00,+1.75,62.363M
826,SYN.L,Synergia Energy Ltd,107.00,+0.0025,65.601M
827,76ZT.L,BANK OF AMERICA CORPORATION 3.6,107.00,-0.10,61.65M
828,BARC.L,Barclays PLC,107.00,+1.68,47.929M
829,SIGC.L,Sherborne Investors (Guernsey) C Ltd,107.00,0.00,53.981M
830,BOIL.AQ,Baron Oil PLC,107.00,-0.0039,45.615M
831,GBP.L,Global Petroleum Limited,107.00,-0.0100,45.106M
832,MOS.L,Mobile Streams Plc,107.00,-0.0025,42.497M
833,VELA.L,Vela Technologies PLC,107.00,0.0000,41.423M
834,NCA2.L,New Century AIM 2 VCT Ord,107.00,0.00,0
835,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),107.00,-0.36,40.359M
836,0H6I.IL,Telecom Italia S.p.A.,107.00,+0.0014,37.271M
837,SPT.L,Spirent Communications plc,107.00,+21.00,36.314M
838,DKE.L,Dukemount Capital Plc,107.00,0.0000,36.922M
839,ORR.L,Oriole Resources PLC,107.00,+0.0175,32.54M
840,0RUU.L,Starbreeze AB (publ),107.00,+0.0020,37.9M
841,IAG.L,"International Consolidated Airlines Group, S.A.",107.00,+5.25,41.871M
842,KAT.L,Katoro Gold plc,107.00,+0.0025,32.048M
843,LLOYL.XC,Lloyds Banking Group plc,107.00,+0.02,31.157M
844,KEFI.L,KEFI Minerals Plc,107.00,-0.0150,33.229M
845,VRS.L,Versarien plc,107.00,-0.0040,30.078M
846,BP.L,BP p.l.c.,107.00,+2.90,28.747M
847,0NMK.IL,Vestas Wind Systems A/S,107.00,+0.81,27.258M
848,BYOT.L,Byotrol plc,107.00,-0.2250,27.179M
849,0O1W.IL,SAS AB (publ),107.00,+0.0009,26.715M
850,SYN.L,Synergia Energy Ltd,0.1025,+0.0025,65.601M
851,76ZT.L,BANK OF AMERICA CORPORATION 3.6,0.1025,-0.10,61.65M
852,BARC.L,Barclays PLC,0.1025,+1.68,47.929M
853,SIGC.L,Sherborne Investors (Guernsey) C Ltd,0.1025,0.00,53.981M
854,BOIL.AQ,Baron Oil PLC,0.1025,-0.0039,45.615M
855,GBP.L,Global Petroleum Limited,0.1025,-0.0100,45.106M
856,MOS.L,Mobile Streams Plc,0.1025,-0.0025,42.497M
857,VELA.L,Vela Technologies PLC,0.1025,0.0000,41.423M
858,NCA2.L,New Century AIM 2 VCT Ord,0.1025,0.00,0
859,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.1025,-0.36,40.359M
860,0H6I.IL,Telecom Italia S.p.A.,0.1025,+0.0014,37.271M
861,SPT.L,Spirent Communications plc,0.1025,+21.00,36.314M
862,DKE.L,Dukemount Capital Plc,0.1025,0.0000,36.922M
863,ORR.L,Oriole Resources PLC,0.1025,+0.0175,32.54M
864,0RUU.L,Starbreeze AB (publ),0.1025,+0.0020,37.9M
865,IAG.L,"International Consolidated Airlines Group, S.A.",0.1025,+5.25,41.871M
866,KAT.L,Katoro Gold plc,0.1025,+0.0025,32.048M
867,LLOYL.XC,Lloyds Banking Group plc,0.1025,+0.02,31.157M
868,KEFI.L,KEFI Minerals Plc,0.1025,-0.0150,33.229M
869,VRS.L,Versarien plc,0.1025,-0.0040,30.078M
870,BP.L,BP p.l.c.,0.1025,+2.90,28.747M
871,0NMK.IL,Vestas Wind Systems A/S,0.1025,+0.81,27.258M
872,BYOT.L,Byotrol plc,0.1025,-0.2250,27.179M
873,0O1W.IL,SAS AB (publ),0.1025,+0.0009,26.715M
874,UKOG.L,UK Oil & Gas Investments PLC,0.1025,+0.0075,25.171M
875,76ZT.L,BANK OF AMERICA CORPORATION 3.6,100.53,-0.10,61.65M
876,BARC.L,Barclays PLC,100.53,+1.68,47.929M
877,SIGC.L,Sherborne Investors (Guernsey) C Ltd,100.53,0.00,53.981M
878,BOIL.AQ,Baron Oil PLC,100.53,-0.0039,45.615M
879,GBP.L,Global Petroleum Limited,100.53,-0.0100,45.106M
880,MOS.L,Mobile Streams Plc,100.53,-0.0025,42.497M
881,VELA.L,Vela Technologies PLC,100.53,0.0000,41.423M
882,NCA2.L,New Century AIM 2 VCT Ord,100.53,0.00,0
883,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),100.53,-0.36,40.359M
884,0H6I.IL,Telecom Italia S.p.A.,100.53,+0.0014,37.271M
885,SPT.L,Spirent Communications plc,100.53,+21.00,36.314M
886,DKE.L,Dukemount Capital Plc,100.53,0.0000,36.922M
887,ORR.L,Oriole Resources PLC,100.53,+0.0175,32.54M
888,0RUU.L,Starbreeze AB (publ),100.53,+0.0020,37.9M
889,IAG.L,"International Consolidated Airlines Group, S.A.",100.53,+5.25,41.871M
890,KAT.L,Katoro Gold plc,100.53,+0.0025,32.048M
891,LLOYL.XC,Lloyds Banking Group plc,100.53,+0.02,31.157M
892,KEFI.L,KEFI Minerals Plc,100.53,-0.0150,33.229M
893,VRS.L,Versarien plc,100.53,-0.0040,30.078M
894,BP.L,BP p.l.c.,100.53,+2.90,28.747M
895,0NMK.IL,Vestas Wind Systems A/S,100.53,+0.81,27.258M
896,BYOT.L,Byotrol plc,100.53,-0.2250,27.179M
897,0O1W.IL,SAS AB (publ),100.53,+0.0009,26.715M
898,UKOG.L,UK Oil & Gas Investments PLC,100.53,+0.0075,25.171M
899,CPX.L,CAP-XX Limited,100.53,-0.0025,28.714M
900,BARC.L,Barclays PLC,183.20,+1.68,47.929M
901,SIGC.L,Sherborne Investors (Guernsey) C Ltd,183.20,0.00,53.981M
902,BOIL.AQ,Baron Oil PLC,183.20,-0.0039,45.615M
903,GBP.L,Global Petroleum Limited,183.20,-0.0100,45.106M
904,MOS.L,Mobile Streams Plc,183.20,-0.0025,42.497M
905,VELA.L,Vela Technologies PLC,183.20,0.0000,41.423M
906,NCA2.L,New Century AIM 2 VCT Ord,183.20,0.00,0
907,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),183.20,-0.36,40.359M
908,0H6I.IL,Telecom Italia S.p.A.,183.20,+0.0014,37.271M
909,SPT.L,Spirent Communications plc,183.20,+21.00,36.314M
910,DKE.L,Dukemount Capital Plc,183.20,0.0000,36.922M
911,ORR.L,Oriole Resources PLC,183.20,+0.0175,32.54M
912,0RUU.L,Starbreeze AB (publ),183.20,+0.0020,37.9M
913,IAG.L,"International Consolidated Airlines Group, S.A.",183.20,+5.25,41.871M
914,KAT.L,Katoro Gold plc,183.20,+0.0025,32.048M
915,LLOYL.XC,Lloyds Banking Group plc,183.20,+0.02,31.157M
916,KEFI.L,KEFI Minerals Plc,183.20,-0.0150,33.229M
917,VRS.L,Versarien plc,183.20,-0.0040,30.078M
918,BP.L,BP p.l.c.,183.20,+2.90,28.747M
919,0NMK.IL,Vestas Wind Systems A/S,183.20,+0.81,27.258M
920,BYOT.L,Byotrol plc,183.20,-0.2250,27.179M
921,0O1W.IL,SAS AB (publ),183.20,+0.0009,26.715M
922,UKOG.L,UK Oil & Gas Investments PLC,183.20,+0.0075,25.171M
923,CPX.L,CAP-XX Limited,183.20,-0.0025,28.714M
924,0J3I.L,European Lithium Limited,183.20,-0.0134,27.973M
925,SIGC.L,Sherborne Investors (Guernsey) C Ltd,57.25,0.00,53.981M
926,BOIL.AQ,Baron Oil PLC,57.25,-0.0039,45.615M
927,GBP.L,Global Petroleum Limited,57.25,-0.0100,45.106M
928,MOS.L,Mobile Streams Plc,57.25,-0.0025,42.497M
929,VELA.L,Vela Technologies PLC,57.25,0.0000,41.423M
930,NCA2.L,New Century AIM 2 VCT Ord,57.25,0.00,0
931,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),57.25,-0.36,40.359M
932,0H6I.IL,Telecom Italia S.p.A.,57.25,+0.0014,37.271M
933,SPT.L,Spirent Communications plc,57.25,+21.00,36.314M
934,DKE.L,Dukemount Capital Plc,57.25,0.0000,36.922M
935,ORR.L,Oriole Resources PLC,57.25,+0.0175,32.54M
936,0RUU.L,Starbreeze AB (publ),57.25,+0.0020,37.9M
937,IAG.L,"International Consolidated Airlines Group, S.A.",57.25,+5.25,41.871M
938,KAT.L,Katoro Gold plc,57.25,+0.0025,32.048M
939,LLOYL.XC,Lloyds Banking Group plc,57.25,+0.02,31.157M
940,KEFI.L,KEFI Minerals Plc,57.25,-0.0150,33.229M
941,VRS.L,Versarien plc,57.25,-0.0040,30.078M
942,BP.L,BP p.l.c.,57.25,+2.90,28.747M
943,0NMK.IL,Vestas Wind Systems A/S,57.25,+0.81,27.258M
944,BYOT.L,Byotrol plc,57.25,-0.2250,27.179M
945,0O1W.IL,SAS AB (publ),57.25,+0.0009,26.715M
946,UKOG.L,UK Oil & Gas Investments PLC,57.25,+0.0075,25.171M
947,CPX.L,CAP-XX Limited,57.25,-0.0025,28.714M
948,0J3I.L,European Lithium Limited,57.25,-0.0134,27.973M
949,GLEN.L,Glencore Plc,57.25,+6.55,23.712M
950,BOIL.AQ,Baron Oil PLC,0.0551,-0.0039,45.615M
951,GBP.L,Global Petroleum Limited,0.0551,-0.0100,45.106M
952,MOS.L,Mobile Streams Plc,0.0551,-0.0025,42.497M
953,VELA.L,Vela Technologies PLC,0.0551,0.0000,41.423M
954,NCA2.L,New Century AIM 2 VCT Ord,0.0551,0.00,0
955,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0551,-0.36,40.359M
956,0H6I.IL,Telecom Italia S.p.A.,0.0551,+0.0014,37.271M
957,SPT.L,Spirent Communications plc,0.0551,+21.00,36.314M
958,DKE.L,Dukemount Capital Plc,0.0551,0.0000,36.922M
959,ORR.L,Oriole Resources PLC,0.0551,+0.0175,32.54M
960,0RUU.L,Starbreeze AB (publ),0.0551,+0.0020,37.9M
961,IAG.L,"International Consolidated Airlines Group, S.A.",0.0551,+5.25,41.871M
962,KAT.L,Katoro Gold plc,0.0551,+0.0025,32.048M
963,LLOYL.XC,Lloyds Banking Group plc,0.0551,+0.02,31.157M
964,KEFI.L,KEFI Minerals Plc,0.0551,-0.0150,33.229M
965,VRS.L,Versarien plc,0.0551,-0.0040,30.078M
966,BP.L,BP p.l.c.,0.0551,+2.90,28.747M
967,0NMK.IL,Vestas Wind Systems A/S,0.0551,+0.81,27.258M
968,BYOT.L,Byotrol plc,0.0551,-0.2250,27.179M
969,0O1W.IL,SAS AB (publ),0.0551,+0.0009,26.715M
970,UKOG.L,UK Oil & Gas Investments PLC,0.0551,+0.0075,25.171M
971,CPX.L,CAP-XX Limited,0.0551,-0.0025,28.714M
972,0J3I.L,European Lithium Limited,0.0551,-0.0134,27.973M
973,GLEN.L,Glencore Plc,0.0551,+6.55,23.712M
974,ZEN.L,Zenith Energy Ltd.,0.0551,-0.0500,27.342M
975,GBP.L,Global Petroleum Limited,0.0450,-0.0100,45.106M
976,MOS.L,Mobile Streams Plc,0.0450,-0.0025,42.497M
977,VELA.L,Vela Technologies PLC,0.0450,0.0000,41.423M
978,NCA2.L,New Century AIM 2 VCT Ord,0.0450,0.00,0
979,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0450,-0.36,40.359M
980,0H6I.IL,Telecom Italia S.p.A.,0.0450,+0.0014,37.271M
981,SPT.L,Spirent Communications plc,0.0450,+21.00,36.314M
982,DKE.L,Dukemount Capital Plc,0.0450,0.0000,36.922M
983,ORR.L,Oriole Resources PLC,0.0450,+0.0175,32.54M
984,0RUU.L,Starbreeze AB (publ),0.0450,+0.0020,37.9M
985,IAG.L,"International Consolidated Airlines Group, S.A.",0.0450,+5.25,41.871M
986,KAT.L,Katoro Gold plc,0.0450,+0.0025,32.048M
987,LLOYL.XC,Lloyds Banking Group plc,0.0450,+0.02,31.157M
988,KEFI.L,KEFI Minerals Plc,0.0450,-0.0150,33.229M
989,VRS.L,Versarien plc,0.0450,-0.0040,30.078M
990,BP.L,BP p.l.c.,0.0450,+2.90,28.747M
991,0NMK.IL,Vestas Wind Systems A/S,0.0450,+0.81,27.258M
992,BYOT.L,Byotrol plc,0.0450,-0.2250,27.179M
993,0O1W.IL,SAS AB (publ),0.0450,+0.0009,26.715M
994,UKOG.L,UK Oil & Gas Investments PLC,0.0450,+0.0075,25.171M
995,CPX.L,CAP-XX Limited,0.0450,-0.0025,28.714M
996,0J3I.L,European Lithium Limited,0.0450,-0.0134,27.973M
997,GLEN.L,Glencore Plc,0.0450,+6.55,23.712M
998,ZEN.L,Zenith Energy Ltd.,0.0450,-0.0500,27.342M
999,TOM.L,TomCo Energy Plc,0.0450,-0.0020,27.882M
1000,MOS.L,Mobile Streams Plc,0.0425,-0.0025,42.497M
1001,VELA.L,Vela Technologies PLC,0.0425,0.0000,41.423M
1002,NCA2.L,New Century AIM 2 VCT Ord,0.0425,0.00,0
1003,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0425,-0.36,40.359M
1004,0H6I.IL,Telecom Italia S.p.A.,0.0425,+0.0014,37.271M
1005,SPT.L,Spirent Communications plc,0.0425,+21.00,36.314M
1006,DKE.L,Dukemount Capital Plc,0.0425,0.0000,36.922M
1007,ORR.L,Oriole Resources PLC,0.0425,+0.0175,32.54M
1008,0RUU.L,Starbreeze AB (publ),0.0425,+0.0020,37.9M
1009,IAG.L,"International Consolidated Airlines Group, S.A.",0.0425,+5.25,41.871M
1010,KAT.L,Katoro Gold plc,0.0425,+0.0025,32.048M
1011,LLOYL.XC,Lloyds Banking Group plc,0.0425,+0.02,31.157M
1012,KEFI.L,KEFI Minerals Plc,0.0425,-0.0150,33.229M
1013,VRS.L,Versarien plc,0.0425,-0.0040,30.078M
1014,BP.L,BP p.l.c.,0.0425,+2.90,28.747M
1015,0NMK.IL,Vestas Wind Systems A/S,0.0425,+0.81,27.258M
1016,BYOT.L,Byotrol plc,0.0425,-0.2250,27.179M
1017,0O1W.IL,SAS AB (publ),0.0425,+0.0009,26.715M
1018,UKOG.L,UK Oil & Gas Investments PLC,0.0425,+0.0075,25.171M
1019,CPX.L,CAP-XX Limited,0.0425,-0.0025,28.714M
1020,0J3I.L,European Lithium Limited,0.0425,-0.0134,27.973M
1021,GLEN.L,Glencore Plc,0.0425,+6.55,23.712M
1022,ZEN.L,Zenith Energy Ltd.,0.0425,-0.0500,27.342M
1023,TOM.L,TomCo Energy Plc,0.0425,-0.0020,27.882M
1024,SCIR.L,Scirocco Energy Plc,0.0425,-0.0500,25.367M
1025,VELA.L,Vela Technologies PLC,0.0140,0.0000,41.423M
1026,NCA2.L,New Century AIM 2 VCT Ord,0.0140,0.00,0
1027,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),0.0140,-0.36,40.359M
1028,0H6I.IL,Telecom Italia S.p.A.,0.0140,+0.0014,37.271M
1029,SPT.L,Spirent Communications plc,0.0140,+21.00,36.314M
1030,DKE.L,Dukemount Capital Plc,0.0140,0.0000,36.922M
1031,ORR.L,Oriole Resources PLC,0.0140,+0.0175,32.54M
1032,0RUU.L,Starbreeze AB (publ),0.0140,+0.0020,37.9M
1033,IAG.L,"International Consolidated Airlines Group, S.A.",0.0140,+5.25,41.871M
1034,KAT.L,Katoro Gold plc,0.0140,+0.0025,32.048M
1035,LLOYL.XC,Lloyds Banking Group plc,0.0140,+0.02,31.157M
1036,KEFI.L,KEFI Minerals Plc,0.0140,-0.0150,33.229M
1037,VRS.L,Versarien plc,0.0140,-0.0040,30.078M
1038,BP.L,BP p.l.c.,0.0140,+2.90,28.747M
1039,0NMK.IL,Vestas Wind Systems A/S,0.0140,+0.81,27.258M
1040,BYOT.L,Byotrol plc,0.0140,-0.2250,27.179M
1041,0O1W.IL,SAS AB (publ),0.0140,+0.0009,26.715M
1042,UKOG.L,UK Oil & Gas Investments PLC,0.0140,+0.0075,25.171M
1043,CPX.L,CAP-XX Limited,0.0140,-0.0025,28.714M
1044,0J3I.L,European Lithium Limited,0.0140,-0.0134,27.973M
1045,GLEN.L,Glencore Plc,0.0140,+6.55,23.712M
1046,ZEN.L,Zenith Energy Ltd.,0.0140,-0.0500,27.342M
1047,TOM.L,TomCo Energy Plc,0.0140,-0.0020,27.882M
1048,SCIR.L,Scirocco Energy Plc,0.0140,-0.0500,25.367M
1049,VAST.L,Vast Resources plc,0.0140,0.0000,22.675M
1050,NCA2.L,New Century AIM 2 VCT Ord,33.50,0.00,0
1051,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),33.50,-0.36,40.359M
1052,0H6I.IL,Telecom Italia S.p.A.,33.50,+0.0014,37.271M
1053,SPT.L,Spirent Communications plc,33.50,+21.00,36.314M
1054,DKE.L,Dukemount Capital Plc,33.50,0.0000,36.922M
1055,ORR.L,Oriole Resources PLC,33.50,+0.0175,32.54M
1056,0RUU.L,Starbreeze AB (publ),33.50,+0.0020,37.9M
1057,IAG.L,"International Consolidated Airlines Group, S.A.",33.50,+5.25,41.871M
1058,KAT.L,Katoro Gold plc,33.50,+0.0025,32.048M
1059,LLOYL.XC,Lloyds Banking Group plc,33.50,+0.02,31.157M
1060,KEFI.L,KEFI Minerals Plc,33.50,-0.0150,33.229M
1061,VRS.L,Versarien plc,33.50,-0.0040,30.078M
1062,BP.L,BP p.l.c.,33.50,+2.90,28.747M
1063,0NMK.IL,Vestas Wind Systems A/S,33.50,+0.81,27.258M
1064,BYOT.L,Byotrol plc,33.50,-0.2250,27.179M
1065,0O1W.IL,SAS AB (publ),33.50,+0.0009,26.715M
1066,UKOG.L,UK Oil & Gas Investments PLC,33.50,+0.0075,25.171M
1067,CPX.L,CAP-XX Limited,33.50,-0.0025,28.714M
1068,0J3I.L,European Lithium Limited,33.50,-0.0134,27.973M
1069,GLEN.L,Glencore Plc,33.50,+6.55,23.712M
1070,ZEN.L,Zenith Energy Ltd.,33.50,-0.0500,27.342M
1071,TOM.L,TomCo Energy Plc,33.50,-0.0020,27.882M
1072,SCIR.L,Scirocco Energy Plc,33.50,-0.0500,25.367M
1073,VAST.L,Vast Resources plc,33.50,0.0000,22.675M
1074,0VL5.L,Torex Gold Resources Inc.,33.50,+0.05,26.228M
1075,0O87.IL,Telefonaktiebolaget LM Ericsson (publ),57.65,-0.36,40.359M
1076,0H6I.IL,Telecom Italia S.p.A.,57.65,+0.0014,37.271M
1077,SPT.L,Spirent Communications plc,57.65,+21.00,36.314M
1078,DKE.L,Dukemount Capital Plc,57.65,0.0000,36.922M
1079,ORR.L,Oriole Resources PLC,57.65,+0.0175,32.54M
1080,0RUU.L,Starbreeze AB (publ),57.65,+0.0020,37.9M
1081,IAG.L,"International Consolidated Airlines Group, S.A.",57.65,+5.25,41.871M
1082,KAT.L,Katoro Gold plc,57.65,+0.0025,32.048M
1083,LLOYL.XC,Lloyds Banking Group plc,57.65,+0.02,31.157M
1084,KEFI.L,KEFI Minerals Plc,57.65,-0.0150,33.229M
1085,VRS.L,Versarien plc,57.65,-0.0040,30.078M
1086,BP.L,BP p.l.c.,57.65,+2.90,28.747M
1087,0NMK.IL,Vestas Wind Systems A/S,57.65,+0.81,27.258M
1088,BYOT.L,Byotrol plc,57.65,-0.2250,27.179M
1089,0O1W.IL,SAS AB (publ),57.65,+0.0009,26.715M
1090,UKOG.L,UK Oil & Gas Investments PLC,57.65,+0.0075,25.171M
1091,CPX.L,CAP-XX Limited,57.65,-0.0025,28.714M
1092,0J3I.L,European Lithium Limited,57.65,-0.0134,27.973M
1093,GLEN.L,Glencore Plc,57.65,+6.55,23.712M
1094,ZEN.L,Zenith Energy Ltd.,57.65,-0.0500,27.342M
1095,TOM.L,TomCo Energy Plc,57.65,-0.0020,27.882M
1096,SCIR.L,Scirocco Energy Plc,57.65,-0.0500,25.367M
1097,VAST.L,Vast Resources plc,57.65,0.0000,22.675M
1098,0VL5.L,Torex Gold Resources Inc.,57.65,+0.05,26.228M
1099,ZPHR.L,Zephyr Energy plc,57.65,-0.6000,22.918M
1100,0H6I.IL,Telecom Italia S.p.A.,0.2251,+0.0014,37.271M
1101,SPT.L,Spirent Communications plc,0.2251,+21.00,36.314M
1102,DKE.L,Dukemount Capital Plc,0.2251,0.0000,36.922M
1103,ORR.L,Oriole Resources PLC,0.2251,+0.0175,32.54M
1104,0RUU.L,Starbreeze AB (publ),0.2251,+0.0020,37.9M
1105,IAG.L,"International Consolidated Airlines Group, S.A.",0.2251,+5.25,41.871M
1106,KAT.L,Katoro Gold plc,0.2251,+0.0025,32.048M
1107,LLOYL.XC,Lloyds Banking Group plc,0.2251,+0.02,31.157M
1108,KEFI.L,KEFI Minerals Plc,0.2251,-0.0150,33.229M
1109,VRS.L,Versarien plc,0.2251,-0.0040,30.078M
1110,BP.L,BP p.l.c.,0.2251,+2.90,28.747M
1111,0NMK.IL,Vestas Wind Systems A/S,0.2251,+0.81,27.258M
1112,BYOT.L,Byotrol plc,0.2251,-0.2250,27.179M
1113,0O1W.IL,SAS AB (publ),0.2251,+0.0009,26.715M
1114,UKOG.L,UK Oil & Gas Investments PLC,0.2251,+0.0075,25.171M
1115,CPX.L,CAP-XX Limited,0.2251,-0.0025,28.714M
1116,0J3I.L,European Lithium Limited,0.2251,-0.0134,27.973M
1117,GLEN.L,Glencore Plc,0.2251,+6.55,23.712M
1118,ZEN.L,Zenith Energy Ltd.,0.2251,-0.0500,27.342M
1119,TOM.L,TomCo Energy Plc,0.2251,-0.0020,27.882M
1120,SCIR.L,Scirocco Energy Plc,0.2251,-0.0500,25.367M
1121,VAST.L,Vast Resources plc,0.2251,0.0000,22.675M
1122,0VL5.L,Torex Gold Resources Inc.,0.2251,+0.05,26.228M
1123,ZPHR.L,Zephyr Energy plc,0.2251,-0.6000,22.918M
1124,ENET.L,Ethernity Networks Ltd.,0.2251,+0.0500,22.491M
1125,SPT.L,Spirent Communications plc,200.00,+21.00,36.314M
1126,DKE.L,Dukemount Capital Plc,200.00,0.0000,36.922M
1127,ORR.L,Oriole Resources PLC,200.00,+0.0175,32.54M
1128,0RUU.L,Starbreeze AB (publ),200.00,+0.0020,37.9M
1129,IAG.L,"International Consolidated Airlines Group, S.A.",200.00,+5.25,41.871M
1130,KAT.L,Katoro Gold plc,200.00,+0.0025,32.048M
1131,LLOYL.XC,Lloyds Banking Group plc,200.00,+0.02,31.157M
1132,KEFI.L,KEFI Minerals Plc,200.00,-0.0150,33.229M
1133,VRS.L,Versarien plc,200.00,-0.0040,30.078M
1134,BP.L,BP p.l.c.,200.00,+2.90,28.747M
1135,0NMK.IL,Vestas Wind Systems A/S,200.00,+0.81,27.258M
1136,BYOT.L,Byotrol plc,200.00,-0.2250,27.179M
1137,0O1W.IL,SAS AB (publ),200.00,+0.0009,26.715M
1138,UKOG.L,UK Oil & Gas Investments PLC,200.00,+0.0075,25.171M
1139,CPX.L,CAP-XX Limited,200.00,-0.0025,28.714M
1140,0J3I.L,European Lithium Limited,200.00,-0.0134,27.973M
1141,GLEN.L,Glencore Plc,200.00,+6.55,23.712M
1142,ZEN.L,Zenith Energy Ltd.,200.00,-0.0500,27.342M
1143,TOM.L,TomCo Energy Plc,200.00,-0.0020,27.882M
1144,SCIR.L,Scirocco Energy Plc,200.00,-0.0500,25.367M
1145,VAST.L,Vast Resources plc,200.00,0.0000,22.675M
1146,0VL5.L,Torex Gold Resources Inc.,200.00,+0.05,26.228M
1147,ZPHR.L,Zephyr Energy plc,200.00,-0.6000,22.918M
1148,ENET.L,Ethernity Networks Ltd.,200.00,+0.0500,22.491M
1149,CLA.L,Celsius Resources Limited,200.00,-0.0250,24.9M
1150,DKE.L,Dukemount Capital Plc,0.0325,0.0000,36.922M
1151,ORR.L,Oriole Resources PLC,0.0325,+0.0175,32.54M
1152,0RUU.L,Starbreeze AB (publ),0.0325,+0.0020,37.9M
1153,IAG.L,"International Consolidated Airlines Group, S.A.",0.0325,+5.25,41.871M
1154,KAT.L,Katoro Gold plc,0.0325,+0.0025,32.048M
1155,LLOYL.XC,Lloyds Banking Group plc,0.0325,+0.02,31.157M
1156,KEFI.L,KEFI Minerals Plc,0.0325,-0.0150,33.229M
1157,VRS.L,Versarien plc,0.0325,-0.0040,30.078M
1158,BP.L,BP p.l.c.,0.0325,+2.90,28.747M
1159,0NMK.IL,Vestas Wind Systems A/S,0.0325,+0.81,27.258M
1160,BYOT.L,Byotrol plc,0.0325,-0.2250,27.179M
1161,0O1W.IL,SAS AB (publ),0.0325,+0.0009,26.715M
1162,UKOG.L,UK Oil & Gas Investments PLC,0.0325,+0.0075,25.171M
1163,CPX.L,CAP-XX Limited,0.0325,-0.0025,28.714M
1164,0J3I.L,European Lithium Limited,0.0325,-0.0134,27.973M
1165,GLEN.L,Glencore Plc,0.0325,+6.55,23.712M
1166,ZEN.L,Zenith Energy Ltd.,0.0325,-0.0500,27.342M
1167,TOM.L,TomCo Energy Plc,0.0325,-0.0020,27.882M
1168,SCIR.L,Scirocco Energy Plc,0.0325,-0.0500,25.367M
1169,VAST.L,Vast Resources plc,0.0325,0.0000,22.675M
1170,0VL5.L,Torex Gold Resources Inc.,0.0325,+0.05,26.228M
1171,ZPHR.L,Zephyr Energy plc,0.0325,-0.6000,22.918M
1172,ENET.L,Ethernity Networks Ltd.,0.0325,+0.0500,22.491M
1173,CLA.L,Celsius Resources Limited,0.0325,-0.0250,24.9M
1174,BLU.L,Blue Star Capital plc,0.0325,0.0000,21.231M
1175,ORR.L,Oriole Resources PLC,0.2750,+0.0175,32.54M
1176,0RUU.L,Starbreeze AB (publ),0.2750,+0.0020,37.9M
1177,IAG.L,"International Consolidated Airlines Group, S.A.",0.2750,+5.25,41.871M
